,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price,purch_count
29633,223382809,purchase,2013-09-17 00:00:00,Target,,Retail,Status Indicator Sm,203,1
32855,223382809,purchase,2013-10-08 00:00:00,other,,Dist Partners,Status Indicator Sm,203,2
32119,223382809,purchase,2013-10-23 00:00:00,Cambridge,,Retail,Dashboard,344,3
34009,223382809,purchase,2013-10-24 00:00:00,Target,,Retail,Base Station,47,4
43590,223383315,purchase,2013-12-09 00:00:00,other,,Dist Partners,Base Station,47,1
32397,223383315,purchase,2013-12-20 00:00:00,other,,Dist Partners,Status Indicator Lg,397,2
24636,223383821,purchase,2013-01-29 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,1
25917,223383821,purchase,2013-11-06 00:00:00,Best Buy,,Retail,Base Station,47,2
37031,223384327,purchase,2013-10-31 00:00:00,Target,,Retail,Base Station,47,1
36585,223384327,purchase,2013-11-19 00:00:00,Target,,Retail,Status Indicator Md,295,2
32045,223384833,purchase,2013-08-07 00:00:00,Cambridge,,Retail,Dashboard,344,1
30508,223384833,purchase,2013-08-22 00:00:00,Best Buy,,Retail,Base Station,47,2
32620,223384833,purchase,2013-09-27 00:00:00,Target,,Retail,Status Indicator Sm,203,3
33385,223384833,purchase,2013-10-24 00:00:00,Best Buy,,Retail,Status Indicator Md,295,4
51048,223384833,purchase,2014-10-01 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,5
50297,223384833,purchase,2014-12-14 00:00:00,online,,Online,Dashboard + Monitor,502,6
36341,223385845,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
30955,223385845,purchase,2013-12-17 00:00:00,online,,Dist Partners,Base Station,47,2
42517,223386351,purchase,2013-10-18 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,1
30940,223386351,purchase,2013-11-13 00:00:00,Thayer,,Dist Partners,Base Station,47,2
24739,223386351,purchase,2013-11-19 00:00:00,Thayer,,Dist Partners,Status Indicator Lg,397,3
43276,223386351,purchase,2014-01-09 00:00:00,Southern,,Retail,Status Indicator Md,295,4
32968,223386857,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
33005,223386857,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
37421,223386857,purchase,2013-12-17 00:00:00,online,,Dist Partners,Base Station,47,3
36130,223387363,purchase,2013-12-16 00:00:00,Apley,,Retail,Status Indicator Sm,203,1
34055,223387363,purchase,2013-12-17 00:00:00,Apley,,Retail,Base Station,47,2
36129,223387363,purchase,2014-04-11 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
26042,223387869,purchase,2013-12-03 00:00:00,DSG,,Retail,Base Station,47,1
29576,223387869,purchase,2013-12-03 00:00:00,DSG,,Retail,Status Indicator Sm,203,2
25029,223387869,purchase,2014-02-07 00:00:00,DSG,,Retail,Status Indicator Sm,203,3
25354,223387869,purchase,2014-02-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
41624,223388375,purchase,2013-12-05 00:00:00,Distrib A,,Dist Partners,Spy Camera,699,1
37204,223388375,purchase,2013-12-19 00:00:00,Distrib A,,Dist Partners,Base Station,47,2
42345,223388375,purchase,2014-01-13 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,3
42346,223388375,purchase,2014-01-13 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,4
38113,223390399,purchase,2013-05-01 00:00:00,Southern,,Retail,Launch Button,699,1
40847,223390399,purchase,2013-11-01 00:00:00,Southern,,Retail,Base Station,47,2
40250,223390399,purchase,2013-11-15 00:00:00,Southern,,Retail,Status Indicator Md,295,3
39647,223390399,purchase,2013-11-20 00:00:00,Southern,,Retail,Status Indicator Sm,203,4
33154,223390905,purchase,2013-12-17 00:00:00,Amazon.com,,Retail,Status Indicator Sm,203,1
40267,223390905,purchase,2014-03-11 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,2
42574,223390905,purchase,2014-03-25 00:00:00,Amazon.com,,Retail,Status Indicator Sm,203,3
15265,223391411,purchase,2013-12-17 00:00:00,online,,Online,Status Indicator Md,295,1
26089,223391411,purchase,2013-12-17 00:00:00,online,,Online,Base Station,47,2
46499,223391411,purchase,2014-10-28 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,3
36236,223391917,purchase,2013-11-13 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,1
36791,223391917,purchase,2013-11-20 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
37428,223391917,purchase,2013-11-20 00:00:00,Best Buy,,Retail,Base Station,47,3
35686,223392423,purchase,2013-10-09 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Lg,397,1
40103,223392423,purchase,2013-11-11 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Md,295,2
37353,223392423,purchase,2013-12-04 00:00:00,Electronic Exp,,Dist Partners,Base Station,47,3
39440,223392423,purchase,2013-12-05 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Sm,203,4
30785,223392929,purchase,2013-11-15 00:00:00,Southern,,Retail,Base Station,47,1
30204,223392929,purchase,2013-11-21 00:00:00,Southern,,Retail,Status Indicator Md,295,2
30784,223392929,purchase,2013-12-18 00:00:00,Southern,,Retail,Base Station,47,3
36061,223392929,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
24628,223393941,purchase,2013-12-09 00:00:00,online,,Online,Status Indicator Lg,397,1
25893,223393941,purchase,2013-12-09 00:00:00,online,,Online,Base Station,47,2
29386,223393941,purchase,2014-06-11 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
32679,223394447,purchase,2013-10-09 00:00:00,Distrib B,,Dist Partners,Status Indicator Sm,203,1
33834,223394447,purchase,2013-10-21 00:00:00,Distrib B,,Dist Partners,Base Station,47,2
31409,223394447,purchase,2013-10-22 00:00:00,Distrib B,,Dist Partners,Launch Button,699,3
42943,223394447,purchase,2014-09-19 00:00:00,other,,Retail,Status Indicator Sm,203,4
33736,223394953,purchase,2013-10-03 00:00:00,Distrib B,,Dist Partners,Base Station,47,1
32597,223394953,purchase,2013-12-04 00:00:00,Distrib B,,Dist Partners,Status Indicator Sm,203,2
40956,223395459,purchase,2013-12-13 00:00:00,Southern,,Retail,Base Station,47,1
42602,223395459,purchase,2013-12-17 00:00:00,Southern,,Retail,Status Indicator Sm,203,2
29797,223395459,purchase,2014-04-24 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
46387,223395459,purchase,2014-08-29 00:00:00,Southern,,Retail,Status Indicator Sm,203,4
43270,223396471,purchase,2013-11-19 00:00:00,Target,,Retail,Status Indicator Md,295,1
43739,223396471,purchase,2013-12-11 00:00:00,Best Buy,,Retail,Base Station,47,2
40661,223396977,purchase,2013-11-04 00:00:00,Best Buy,,Retail,Base Station,47,1
39484,223396977,purchase,2013-11-12 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,2
39483,223396977,purchase,2013-12-21 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,3
46322,223396977,purchase,2014-10-28 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,4
38019,223397483,purchase,2013-11-08 00:00:00,online,,Dist Partners,Launch Button,699,1
42444,223397483,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
40598,223397483,purchase,2013-12-17 00:00:00,online,,Dist Partners,Base Station,47,3
39424,223397483,purchase,2014-03-03 00:00:00,online,,Dist Partners,Status Indicator Sm,203,4
43456,223397483,purchase,2014-10-23 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,5
40519,223398495,purchase,2013-12-03 00:00:00,Amazon.com,,Retail,Base Station,47,1
15239,223398495,purchase,2013-12-17 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
24911,223399001,purchase,2013-09-13 00:00:00,Target,,Retail,Status Indicator Sm,203,1
25859,223399001,purchase,2013-09-27 00:00:00,Target,,Retail,Base Station,47,2
37082,223399507,purchase,2013-10-16 00:00:00,Best Buy,,Retail,Base Station,47,1
31404,223399507,purchase,2013-10-23 00:00:00,Cambridge,,Retail,Launch Button,699,2
25772,223400013,purchase,2013-12-19 00:00:00,online,,Online,Base Station,47,1
29283,223400013,purchase,2013-12-19 00:00:00,online,,Online,Status Indicator Sm,203,2
39710,223400519,purchase,2013-12-23 00:00:00,online,,Online,Status Indicator Sm,203,1
40913,223400519,purchase,2013-12-23 00:00:00,online,,Online,Base Station,47,2
42050,223401531,purchase,2013-11-29 00:00:00,Southern,,Retail,Status Indicator Lg,397,1
26074,223401531,purchase,2013-12-09 00:00:00,Southern,,Retail,Base Station,47,2
35792,223401531,purchase,2014-08-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,3
42876,223401531,purchase,2014-08-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
37667,223401531,purchase,2014-10-10 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,5
39377,223402543,purchase,2013-11-29 00:00:00,other,,Retail,Status Indicator Sm,203,1
37279,223402543,purchase,2013-12-30 00:00:00,other,,Online,Base Station,47,2
38901,223402543,purchase,2014-02-05 00:00:00,other,,Retail,Status Indicator Lg,397,3
39376,223402543,purchase,2014-03-12 00:00:00,other,,Retail,Status Indicator Sm,203,4
50512,223402543,purchase,2015-01-05 00:00:00,other,,Retail,Status Indicator Lg,397,5
30249,223403049,purchase,2013-11-25 00:00:00,DSG,,Retail,Status Indicator Md,295,1
34016,223403049,purchase,2013-12-03 00:00:00,DSG,,Retail,Base Station,47,2
23957,223404061,purchase,2013-12-28 00:00:00,other,,Online,Launch Button,699,1
30647,223404061,purchase,2013-12-28 00:00:00,other,,Online,Base Station,47,2
40427,223404567,purchase,2013-12-23 00:00:00,other,,Retail,Base Station,47,1
38845,223404567,purchase,2014-01-02 00:00:00,other,,Retail,Status Indicator Lg,397,2
29998,223405073,purchase,2013-10-14 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,1
29997,223405073,purchase,2013-11-13 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,2
29999,223405073,purchase,2013-11-13 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,3
30401,223405073,purchase,2013-12-19 00:00:00,Thayer,,Dist Partners,Base Station,47,4
42157,223405579,purchase,2013-10-08 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,1
43889,223405579,purchase,2013-11-06 00:00:00,Best Buy,,Retail,Base Station,47,2
36399,223406085,purchase,2013-11-08 00:00:00,other,,Retail,Status Indicator Sm,203,1
40942,223406085,purchase,2013-12-12 00:00:00,other,,Retail,Base Station,47,2
38140,223406085,purchase,2013-12-24 00:00:00,other,,Retail,Launch Button,699,3
33166,223406085,purchase,2014-07-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
30932,223406591,purchase,2013-11-18 00:00:00,DSG,,Retail,Base Station,47,1
29151,223406591,purchase,2013-11-25 00:00:00,DSG,,Retail,Status Indicator Lg,397,2
36244,223407097,purchase,2013-12-16 00:00:00,other,,Online,Status Indicator Sm,203,1
37446,223407097,purchase,2013-12-16 00:00:00,other,,Online,Base Station,47,2
38023,223407603,purchase,2013-02-15 00:00:00,other,,Dist Partners,Launch Button,699,1
38438,223407603,purchase,2013-12-11 00:00:00,other,,Dist Partners,Spy Camera,699,2
37347,223407603,purchase,2013-12-13 00:00:00,other,,Dist Partners,Base Station,47,3
34017,223408109,purchase,2013-05-21 00:00:00,other,,Dist Partners,Base Station,47,1
33520,223408109,purchase,2013-11-06 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
28214,223408109,purchase,2013-12-05 00:00:00,other,,Dist Partners,Launch Button,699,3
28852,223408109,purchase,2014-01-07 00:00:00,other,,Dist Partners,Dashboard,344,4
37999,223408109,purchase,2014-04-20 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,5
41506,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
41507,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
41508,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,3
41509,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
41510,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
41511,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,6
43605,223408615,purchase,2013-11-25 00:00:00,other,,Dist Partners,Base Station,47,7
25450,223409121,purchase,2013-01-02 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,1
30501,223410133,purchase,2013-12-03 00:00:00,other,,Online,Base Station,47,1
43890,223410639,purchase,2013-11-06 00:00:00,Best Buy,,Retail,Base Station,47,1
39893,223410639,purchase,2013-12-18 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,2
33303,223410639,purchase,2014-07-31 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
38123,223411145,purchase,2013-10-31 00:00:00,Southern,,Retail,Launch Button,699,1
46622,223411651,purchase,2014-09-01 00:00:00,other,,Retail,Status Indicator Sm,203,1
46623,223411651,purchase,2014-09-22 00:00:00,other,,Retail,Status Indicator Sm,203,2
34769,223412663,purchase,2013-11-19 00:00:00,Thayer,,Dist Partners,Launch Button,699,1
40606,223412663,purchase,2013-12-19 00:00:00,Thayer,,Dist Partners,Base Station,47,2
31487,223412663,purchase,2014-06-19 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,3
32885,223413169,purchase,2013-11-20 00:00:00,other,,Dist Partners,Status Indicator Sm,203,1
40531,223413675,purchase,2013-11-19 00:00:00,online,,Dist Partners,Base Station,47,1
42361,223413675,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
29811,223413675,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
33471,223414181,purchase,2013-11-25 00:00:00,DSG,,Retail,Status Indicator Md,295,1
25508,223414181,purchase,2013-11-29 00:00:00,DSG,,Retail,Status Indicator Md,295,2
25961,223414181,purchase,2013-12-03 00:00:00,DSG,,Retail,Base Station,47,3
33800,223414687,purchase,2013-12-10 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,1
29328,223414687,purchase,2013-12-18 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,2
32646,223414687,purchase,2013-12-19 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,3
31394,223414687,purchase,2014-01-09 00:00:00,Computer Discounter,,Dist Partners,Launch Button,699,4
30486,223415193,purchase,2013-11-06 00:00:00,Best Buy,,Retail,Base Station,47,1
24586,223415193,purchase,2013-11-07 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,2
29295,223415193,purchase,2013-11-14 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,3
28745,223415193,purchase,2013-12-06 00:00:00,Cambridge,,Retail,Dashboard,344,4
29296,223415193,purchase,2013-12-06 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,5
29297,223415193,purchase,2014-02-27 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,6
38128,223415699,purchase,2013-12-19 00:00:00,online,,Online,Launch Button,699,1
37609,223415699,purchase,2013-12-27 00:00:00,online,,Online,Base Station,47,2
38359,223416205,purchase,2013-11-01 00:00:00,Distrib C,,Retail,Dashboard + Monitor,502,1
31511,223416205,purchase,2013-11-12 00:00:00,Distrib C,,Retail,Launch Button,699,2
38995,223416205,purchase,2013-11-15 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,3
33593,223416205,purchase,2013-12-06 00:00:00,Best Buy,,Retail,Status Indicator Md,295,4
31777,223416205,purchase,2014-04-11 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,5
33017,223416205,purchase,2014-04-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
33018,223416205,purchase,2014-04-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,7
24019,223416711,purchase,2013-06-28 00:00:00,Cambridge,,Retail,Launch Button,699,1
43724,223416711,purchase,2013-10-07 00:00:00,Best Buy,,Retail,Base Station,47,2
36836,223416711,purchase,2014-06-05 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
38974,223417217,purchase,2013-10-15 00:00:00,Amazon.com,,Retail,Status Indicator Lg,397,1
38707,223417217,purchase,2013-11-14 00:00:00,Amazon.com,,Retail,Dashboard,344,2
40173,223417217,purchase,2013-12-03 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,3
40746,223417217,purchase,2013-12-12 00:00:00,Amazon.com,,Retail,Base Station,47,4
40747,223417217,purchase,2013-12-12 00:00:00,Amazon.com,,Retail,Base Station,47,5
26050,223418229,purchase,2013-11-25 00:00:00,online,,Online,Base Station,47,1
29412,223419241,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,1
25944,223419241,purchase,2013-12-17 00:00:00,online,,Dist Partners,Base Station,47,2
33909,223419241,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
31925,223419241,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Spy Camera,699,4
30466,223420253,purchase,2013-11-29 00:00:00,Southern,,Retail,Base Station,47,1
29276,223420253,purchase,2013-12-09 00:00:00,Southern,,Retail,Status Indicator Sm,203,2
37560,223421265,purchase,2013-05-06 00:00:00,online,,Dist Partners,Base Station,47,1
36876,223421265,purchase,2013-05-28 00:00:00,online,,Dist Partners,Status Indicator Md,295,2
42521,223421771,purchase,2013-11-22 00:00:00,Southern,,Retail,Status Indicator Sm,203,1
26194,223421771,purchase,2013-11-29 00:00:00,Southern,,Retail,Base Station,47,2
35395,223422783,purchase,2014-03-13 00:00:00,Distrib A,,Dist Partners,Dashboard,344,1
39494,223422783,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
46492,223422783,purchase,2014-04-03 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,3
26051,223423289,purchase,2013-09-06 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,1
25039,223423289,purchase,2013-11-06 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,2
15159,223424301,purchase,2013-10-24 00:00:00,Cambridge,,Retail,Launch Button,699,1
28641,223424301,purchase,2013-11-11 00:00:00,Cambridge,,Retail,Alarm,699,2
25931,223424301,purchase,2013-11-13 00:00:00,Best Buy,,Retail,Base Station,47,3
15215,223424301,purchase,2013-11-14 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,4
29404,223424301,purchase,2013-11-14 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,5
24642,223424301,purchase,2013-12-06 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,6
25489,223424301,purchase,2013-12-06 00:00:00,Best Buy,,Retail,Status Indicator Md,295,7
35153,223424807,purchase,2013-12-05 00:00:00,online,,Dist Partners,Spy Camera,699,1
32665,223424807,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
35905,223424807,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,3
24849,223425313,purchase,2013-12-03 00:00:00,Apley,,Retail,Status Indicator Sm,203,1
24850,223425313,purchase,2013-12-03 00:00:00,Apley,,Retail,Status Indicator Sm,203,2
25791,223425313,purchase,2013-12-06 00:00:00,Apley,,Retail,Base Station,47,3
39056,223426325,purchase,2013-11-11 00:00:00,Southern,,Retail,Status Indicator Lg,397,1
42575,223426325,purchase,2013-12-06 00:00:00,Southern,,Retail,Status Indicator Sm,203,2
42576,223426325,purchase,2013-12-06 00:00:00,Southern,,Retail,Status Indicator Sm,203,3
40905,223426325,purchase,2013-12-09 00:00:00,Southern,,Retail,Base Station,47,4
25575,223426831,purchase,2013-10-07 00:00:00,DSG,,Retail,Status Indicator Md,295,1
43686,223426831,purchase,2013-11-04 00:00:00,DSG,,Retail,Base Station,47,2
35690,223427337,purchase,2013-11-25 00:00:00,DSG,,Retail,Status Indicator Lg,397,1
37376,223427337,purchase,2013-12-03 00:00:00,DSG,,Retail,Base Station,47,2
32544,223427337,purchase,2014-09-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,3
29834,223427337,purchase,2014-10-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
29835,223427337,purchase,2014-10-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
36768,223427843,purchase,2013-11-07 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
34099,223427843,purchase,2013-12-06 00:00:00,Best Buy,,Retail,Base Station,47,2
31678,223428855,purchase,2013-12-23 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
33932,223428855,purchase,2013-12-23 00:00:00,other,,Dist Partners,Base Station,47,2
38252,223428855,purchase,2013-12-23 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,3
38253,223428855,purchase,2013-12-23 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
38607,223428855,purchase,2013-12-23 00:00:00,other,,Dist Partners,Dashboard,344,5
50199,223428855,purchase,2015-03-09 00:00:00,other,,Dist Partners,Launch Button,699,6
33904,223429361,purchase,2014-07-14 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
35324,223429361,purchase,2014-07-14 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
35985,223429361,purchase,2014-07-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
35601,223429867,purchase,2013-11-07 00:00:00,other,,Dist Partners,Status Indicator Lg,397,1
36620,223429867,purchase,2013-11-07 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
37116,223429867,purchase,2013-11-07 00:00:00,other,,Dist Partners,Base Station,47,3
36621,223429867,purchase,2014-05-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
29298,223430373,purchase,2013-12-13 00:00:00,online,,Online,Status Indicator Sm,203,1
30487,223430373,purchase,2013-12-13 00:00:00,online,,Online,Base Station,47,2
31501,223432903,purchase,2013-12-19 00:00:00,Cambridge,,Retail,Launch Button,699,1
34100,223432903,purchase,2014-01-02 00:00:00,online,,Online,Base Station,47,2
36769,223432903,purchase,2014-01-02 00:00:00,online,,Online,Status Indicator Md,295,3
36215,223432903,purchase,2014-01-15 00:00:00,online,,Online,Status Indicator Sm,203,4
28620,223432903,purchase,2014-11-09 00:00:00,online,code3,Online,Spy Camera,699,5
15308,223433409,purchase,2013-11-05 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
15231,223433409,purchase,2013-11-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
24622,223434421,purchase,2013-10-29 00:00:00,Target,,Retail,Status Indicator Lg,397,1
25877,223434421,purchase,2013-11-26 00:00:00,Target,,Retail,Base Station,47,2
37108,223434927,purchase,2013-11-04 00:00:00,Best Buy,,Retail,Base Station,47,1
24362,223434927,purchase,2013-12-21 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
30044,223435433,purchase,2013-11-26 00:00:00,Target,,Retail,Status Indicator Md,295,1
32330,223435433,purchase,2013-12-09 00:00:00,online,,Online,Status Indicator Lg,397,2
33386,223435433,purchase,2013-12-09 00:00:00,online,,Online,Status Indicator Md,295,3
33771,223435433,purchase,2013-12-09 00:00:00,online,,Online,Base Station,47,4
51050,223435433,purchase,2014-12-05 00:00:00,online,,Online,Status Indicator Md,295,5
40260,223436445,purchase,2013-10-18 00:00:00,Southern,,Retail,Status Indicator Md,295,1
40871,223436445,purchase,2013-11-07 00:00:00,Southern,,Retail,Base Station,47,2
50818,223436445,purchase,2015-02-24 00:00:00,Southern,,Retail,Status Indicator Sm,203,3
42062,223436951,purchase,2013-10-21 00:00:00,Distrib B,,Dist Partners,Status Indicator Lg,397,1
26151,223436951,purchase,2013-11-11 00:00:00,Distrib B,,Dist Partners,Base Station,47,2
36773,223437457,purchase,2013-11-11 00:00:00,Southern,,Retail,Status Indicator Md,295,1
37406,223437457,purchase,2013-11-29 00:00:00,Southern,,Retail,Base Station,47,2
37268,223437963,purchase,2013-08-28 00:00:00,Best Buy,,Retail,Base Station,47,1
36098,223437963,purchase,2013-12-03 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,2
29641,223438469,purchase,2013-12-06 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
30865,223438469,purchase,2014-01-24 00:00:00,Distrib A,,Dist Partners,Base Station,47,2
25472,223439481,purchase,2013-07-19 00:00:00,other,,Other,Status Indicator Md,295,1
36586,223439987,purchase,2013-11-19 00:00:00,Target,,Retail,Status Indicator Md,295,1
37032,223439987,purchase,2013-11-26 00:00:00,Target,,Retail,Base Station,47,2
46323,223439987,purchase,2014-10-28 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,3
29221,223440493,purchase,2013-11-12 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
30467,223440493,purchase,2013-11-18 00:00:00,DSG,,Retail,Base Station,47,2
44004,223440999,purchase,2013-11-19 00:00:00,Target,,,Base Station,47,1
28019,223440999,purchase,2013-11-26 00:00:00,Flagship Stores,,,Status Indicator Sm,203,2
43292,223441505,purchase,2013-12-17 00:00:00,online,,Online,Status Indicator Md,295,1
43771,223441505,purchase,2013-12-17 00:00:00,online,,Online,Base Station,47,2
34137,223442517,purchase,2013-11-01 00:00:00,Best Buy,,Retail,Base Station,47,1
36803,223442517,purchase,2013-12-19 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
30735,223443529,purchase,2013-09-23 00:00:00,Target,,Retail,Base Station,47,1
29082,223443529,purchase,2013-10-31 00:00:00,Target,,Retail,Status Indicator Lg,397,2
28660,223443529,purchase,2013-12-28 00:00:00,Cambridge,,Retail,Alarm,699,3
35591,223445047,purchase,2013-08-21 00:00:00,Distrib B,,Dist Partners,Status Indicator Lg,397,1
37062,223445047,purchase,2013-10-21 00:00:00,Distrib B,,Dist Partners,Base Station,47,2
30455,223445553,purchase,2013-12-03 00:00:00,DSG,,Retail,Base Station,47,1
28084,223445553,purchase,2013-12-18 00:00:00,DSG,,Retail,Launch Button,699,2
24571,223445553,purchase,2014-01-07 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Lg,397,3
38758,223446059,purchase,2013-11-06 00:00:00,Cambridge,,Retail,Dashboard,344,1
37624,223446059,purchase,2013-11-13 00:00:00,Best Buy,,Retail,Base Station,47,2
33155,223446565,purchase,2013-12-30 00:00:00,online partner,,Online,Status Indicator Sm,203,1
26102,223447071,purchase,2013-11-15 00:00:00,other,,Dist Partners,Base Station,47,1
32912,223448083,purchase,2013-12-09 00:00:00,Southern,,Retail,Status Indicator Sm,203,1
37289,223448083,purchase,2013-12-18 00:00:00,Southern,,Retail,Base Station,47,2
43548,223449095,purchase,2013-12-04 00:00:00,Distrib A,,Dist Partners,Base Station,47,1
32794,223449095,purchase,2013-12-06 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,2
30567,223449601,purchase,2013-12-04 00:00:00,Distrib A,,Dist Partners,Base Station,47,1
36577,223450107,purchase,2013-01-02 00:00:00,Target,,Retail,Status Indicator Md,295,1
37014,223450107,purchase,2013-09-24 00:00:00,other,,Retail,Base Station,47,2
35866,223450107,purchase,2013-09-30 00:00:00,Amazon.com,,Retail,Status Indicator Sm,203,3
37015,223450107,purchase,2013-10-11 00:00:00,Amazon.com,,Retail,Base Station,47,4
