,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
36579,223662627,purchase,2013-11-18,Best Buy,,Retail,Status Indicator Md,295
32637,223662627,purchase,2014-02-11,Amazon.com,,Retail,Status Indicator Sm,203
28986,223663133,purchase,2013-12-27,other,,Dist Partners,Status Indicator Lg,397
30459,223663133,purchase,2014-01-27,other,,Dist Partners,Base Station,47
40834,223664145,purchase,2013-10-24,Computer Discounter,,Dist Partners,Base Station,47
30297,223664145,purchase,2014-01-09,Computer Discounter,,Dist Partners,Status Indicator Md,295
29730,223664145,purchase,2014-01-16,Computer Discounter,,Dist Partners,Status Indicator Sm,203
39638,223664145,purchase,2014-01-16,Computer Discounter,,Dist Partners,Status Indicator Sm,203
37330,223665663,purchase,2013-10-25,Apley,,Retail,Base Station,47
36150,223665663,purchase,2013-12-10,Apley,,Retail,Status Indicator Sm,203
34003,223666169,purchase,2013-10-30,Best Buy,,Retail,Base Station,47
32877,223666169,purchase,2014-01-15,Best Buy,,Retail,Status Indicator Sm,203
36608,223667687,purchase,2013-12-10,other,,Dist Partners,Status Indicator Md,295
35927,223667687,purchase,2013-12-16,Target,,Retail,Status Indicator Sm,203
35928,223667687,purchase,2014-01-03,Target,,Retail,Status Indicator Sm,203
33847,223667687,purchase,2014-01-14,other,,Dist Partners,Base Station,47
28732,223668193,purchase,2014-01-29,other,,Dist Partners,Dashboard,344
25176,223668699,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
40349,223668699,purchase,2014-10-13,other,,Retail,Status Indicator Md,295
25116,223669711,purchase,2014-01-23,Distrib A,,Dist Partners,Status Indicator Sm,203
35415,223670217,purchase,2013-11-14,Amazon.com,,Retail,Dashboard,344
37465,223670217,purchase,2013-11-14,Amazon.com,,Retail,Base Station,47
33008,223670217,purchase,2014-01-22,Amazon.com,,Retail,Status Indicator Sm,203
36267,223670217,purchase,2014-01-22,Amazon.com,,Retail,Status Indicator Sm,203
33007,223670217,purchase,2014-01-23,Best Buy,,Retail,Status Indicator Sm,203
38498,223670723,purchase,2013-02-04,online,,Dist Partners,Alarm,699
38024,223670723,purchase,2013-02-22,online,,Dist Partners,Launch Button,699
36160,223670723,purchase,2014-02-20,online,,Dist Partners,Status Indicator Sm,203
41505,223671735,purchase,2013-09-03,other,,Dist Partners,Dashboard + Monitor,502
38267,223671735,purchase,2013-10-10,other,,Dist Partners,Dashboard + Monitor,502
41289,223671735,purchase,2013-10-10,other,,Dist Partners,Launch Button,699
32111,223671735,purchase,2013-10-23,other,,Dist Partners,Dashboard,344
41794,223671735,purchase,2013-10-23,other,,Dist Partners,Dashboard,344
31928,223671735,purchase,2013-11-19,other,,Dist Partners,Spy Camera,699
38882,223671735,purchase,2014-02-26,other,,Dist Partners,Status Indicator Lg,397
42005,223671735,purchase,2014-02-26,other,,Dist Partners,Status Indicator Lg,397
29397,223672241,purchase,2014-01-13,Distrib A,,Dist Partners,Status Indicator Sm,203
24942,223672241,purchase,2014-01-23,Distrib A,,Dist Partners,Status Indicator Sm,203
29398,223672241,purchase,2014-01-23,Distrib A,,Dist Partners,Status Indicator Sm,203
29399,223672241,purchase,2014-01-23,Distrib A,,Dist Partners,Status Indicator Sm,203
35986,223672241,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
30957,223674265,purchase,2013-12-05,other,,Online,Base Station,47
38739,223674265,purchase,2013-12-05,other,,Online,Dashboard,344
38391,223674265,purchase,2014-01-10,other,,Dist Partners,Dashboard + Monitor,502
38392,223674265,purchase,2014-01-10,other,,Dist Partners,Dashboard + Monitor,502
38393,223674265,purchase,2014-01-10,other,,Dist Partners,Dashboard + Monitor,502
25129,223674771,purchase,2014-01-13,Distrib B,,Dist Partners,Status Indicator Sm,203
38645,223675783,purchase,2013-06-24,Distrib B,,Dist Partners,Dashboard,344
39380,223675783,purchase,2014-01-13,Distrib B,,Dist Partners,Status Indicator Sm,203
43571,223676795,purchase,2013-09-04,Distrib B,,Dist Partners,Base Station,47
46034,223676795,purchase,2014-12-15,online partner,,Online,Status Indicator Sm,203
30612,223677301,purchase,2013-09-17,Electronic Exp,,Dist Partners,Base Station,47
25337,223677301,purchase,2014-01-24,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
37083,223677807,purchase,2013-09-17,Target,,Retail,Base Station,47
32666,223677807,purchase,2013-09-27,Target,,Retail,Status Indicator Sm,203
43322,223678819,purchase,2013-12-03,Amazon.com,,Retail,Status Indicator Md,295
43323,223678819,purchase,2013-12-03,Amazon.com,,Retail,Status Indicator Md,295
43838,223678819,purchase,2013-12-12,Amazon.com,,Retail,Base Station,47
41360,223678819,purchase,2014-01-22,Amazon.com,,Retail,Launch Button,699
41689,223678819,purchase,2014-03-05,Amazon.com,,Retail,Alarm,699
42844,223678819,purchase,2014-09-29,Amazon.com,,Retail,Status Indicator Sm,203
40840,223679325,purchase,2013-11-26,Target,,Retail,Base Station,47
26183,223679831,purchase,2013-07-03,online,,Online,Base Station,47
29154,223679831,purchase,2013-07-03,online,,Online,Status Indicator Lg,397
45877,223679831,purchase,2014-12-19,other,,Dist Partners,Status Indicator Lg,397
34762,223680843,purchase,2013-08-16,Electronic Exp,,Dist Partners,Launch Button,699
37325,223680843,purchase,2014-01-24,Electronic Exp,,Dist Partners,Base Station,47
33961,223681855,purchase,2014-01-24,Distrib A,,Dist Partners,Base Station,47
46685,223681855,purchase,2014-10-09,other,,Retail,Status Indicator Sm,203
46161,223681855,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
46941,223681855,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Md,295
25452,223682361,purchase,2014-01-23,other,,Online,Status Indicator Md,295
30554,223682361,purchase,2014-01-23,other,,Online,Base Station,47
46116,223682361,purchase,2014-12-30,other,code3,Online,Status Indicator Sm,203
33738,223683373,purchase,2013-10-15,Distrib B,,Dist Partners,Base Station,47
33370,223683373,purchase,2013-11-14,Distrib B,,Dist Partners,Status Indicator Md,295
28070,223683373,purchase,2013-12-03,Distrib B,,Dist Partners,Launch Button,699
39063,223683879,purchase,2014-02-05,online,,Online,Status Indicator Lg,397
39711,223683879,purchase,2014-02-05,online,,Online,Status Indicator Sm,203
40271,223683879,purchase,2014-02-05,online,,Online,Status Indicator Md,295
40915,223683879,purchase,2014-02-05,online,,Online,Base Station,47
30320,223683879,purchase,2014-05-23,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
28896,223683879,purchase,2014-06-18,Flagship Stores,,Holographic Commerce,Dashboard,344
39014,223684385,purchase,2013-09-19,other,,Dist Partners,Status Indicator Lg,397
40818,223684385,purchase,2013-10-15,other,,Dist Partners,Base Station,47
24725,223684891,purchase,2013-07-26,other,,Dist Partners,Status Indicator Lg,397
25616,223684891,purchase,2013-09-13,other,,Dist Partners,Status Indicator Md,295
26119,223684891,purchase,2013-11-13,other,,Dist Partners,Base Station,47
26118,223684891,purchase,2013-12-09,other,,Dist Partners,Base Station,47
37388,223685397,purchase,2013-10-31,Target,,Retail,Base Station,47
35693,223685397,purchase,2014-01-03,Target,,Retail,Status Indicator Lg,397
40607,223685903,purchase,2013-11-06,Best Buy,,Retail,Base Station,47
39434,223685903,purchase,2013-11-27,Best Buy,,Retail,Status Indicator Sm,203
41797,223686915,purchase,2013-08-06,other,,Dist Partners,Dashboard,344
42007,223686915,purchase,2014-01-22,other,,Dist Partners,Status Indicator Lg,397
37088,223687927,purchase,2013-07-18,other,,Dist Partners,Base Station,47
31617,223687927,purchase,2013-10-04,Flagship Stores,,Holographic Commerce,Launch Button,699
33829,223687927,purchase,2013-12-02,other,,Dist Partners,Base Station,47
34683,223687927,purchase,2013-12-02,other,,Dist Partners,Launch Button,699
32346,223687927,purchase,2013-12-12,other,,Dist Partners,Status Indicator Lg,397
41844,223688939,purchase,2013-11-13,Amazon.com,,Retail,Dashboard,344
43021,223688939,purchase,2013-12-17,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43812,223688939,purchase,2013-12-26,Amazon.com,,Retail,Base Station,47
34194,223689445,purchase,2013-12-18,other,,Retail,Base Station,47
31531,223689445,purchase,2014-01-13,other,,Retail,Launch Button,699
38041,223690457,purchase,2013-11-12,Distrib C,,Retail,Launch Button,699
37437,223690457,purchase,2014-01-03,Distrib C,,Retail,Base Station,47
39486,223690457,purchase,2014-01-16,Distrib C,,Retail,Status Indicator Sm,203
39527,223690457,purchase,2014-01-16,Distrib C,,Retail,Status Indicator Sm,203
37280,223690963,purchase,2013-11-29,Southern,,Retail,Base Station,47
38037,223690963,purchase,2013-11-29,Southern,,Retail,Launch Button,699
41138,223691975,purchase,2013-04-22,Target,,,Status Indicator Md,295
23955,223692481,purchase,2013-12-30,other,,Dist Partners,Launch Button,699
30555,223692481,purchase,2013-12-30,other,,Dist Partners,Base Station,47
24282,223692481,purchase,2014-01-16,other,,Dist Partners,Spy Camera,699
31387,223692987,purchase,2014-01-10,Amazon.com,,Retail,Launch Button,699
32010,223692987,purchase,2014-10-14,Flagship Stores,,Holographic Commerce,Alarm,699
28978,223693493,purchase,2014-01-09,DSG,,Retail,Status Indicator Lg,397
39764,223693999,purchase,2013-09-23,Best Buy,,Retail,Status Indicator Sm,203
43844,223693999,purchase,2013-11-04,Best Buy,,Retail,Base Station,47
36416,223694505,purchase,2013-09-17,Best Buy,,Retail,Status Indicator Sm,203
47166,223694505,purchase,2013-11-01,Best Buy,,Retail,Base Station,47
30935,223695011,purchase,2013-11-13,Best Buy,,Retail,Base Station,47
24027,223695011,purchase,2014-01-27,Cambridge,,Retail,Launch Button,699
39000,223695011,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
36763,223695517,purchase,2013-10-04,Computer Discounter,,Dist Partners,Status Indicator Md,295
31932,223695517,purchase,2013-12-06,Computer Discounter,,Dist Partners,Spy Camera,699
34087,223695517,purchase,2013-12-10,Computer Discounter,,Dist Partners,Base Station,47
32947,223695517,purchase,2013-12-19,Computer Discounter,,Dist Partners,Status Indicator Sm,203
32948,223695517,purchase,2013-12-19,Computer Discounter,,Dist Partners,Status Indicator Sm,203
31497,223695517,purchase,2014-01-09,Computer Discounter,,Dist Partners,Launch Button,699
32946,223695517,purchase,2014-02-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
46478,223695517,purchase,2015-03-17,Computer Discounter,,Dist Partners,Status Indicator Sm,203
36735,223696023,purchase,2014-01-13,other,,Dist Partners,Status Indicator Md,295
36736,223696023,purchase,2014-01-13,other,,Dist Partners,Status Indicator Md,295
34067,223696023,purchase,2014-01-23,other,,Dist Partners,Base Station,47
37331,223696023,purchase,2014-01-23,other,,Dist Partners,Base Station,47
35940,223698047,purchase,2014-02-20,Distrib A,,Dist Partners,Status Indicator Sm,203
25818,223698553,purchase,2013-02-21,Best Buy,,Retail,Base Station,47
24389,223698553,purchase,2013-03-20,Amazon.com,,Retail,Dashboard,344
25819,223698553,purchase,2013-03-28,Best Buy,,Retail,Base Station,47
24477,223700071,purchase,2013-09-03,online,,Dist Partners,Dashboard,344
24726,223700071,purchase,2013-10-30,other,,Dist Partners,Status Indicator Lg,397
26120,223700071,purchase,2014-01-09,other,,Retail,Base Station,47
40765,223700577,purchase,2014-01-06,DSG,,Retail,Base Station,47
36279,223700577,purchase,2014-01-20,DSG,,Retail,Status Indicator Sm,203
43218,223701083,purchase,2014-01-13,Electronic Exp,,Dist Partners,Status Indicator Md,295
39429,223701083,purchase,2014-01-24,Electronic Exp,,Dist Partners,Status Indicator Sm,203
43648,223701083,purchase,2014-01-24,Electronic Exp,,Dist Partners,Base Station,47
39428,223701083,purchase,2014-03-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
38478,223702095,purchase,2013-12-13,Distrib A,,Dist Partners,Alarm,699
40492,223702095,purchase,2014-01-24,Distrib A,,Dist Partners,Base Station,47
24416,223702601,purchase,2014-02-04,other,,Dist Partners,Dashboard,344
30633,223702601,purchase,2014-02-04,other,,Dist Partners,Base Station,47
24604,223703613,purchase,2013-12-16,other,,Dist Partners,Status Indicator Lg,397
25828,223703613,purchase,2013-12-17,other,,Dist Partners,Base Station,47
39031,223704625,purchase,2013-08-23,Best Buy,,Retail,Status Indicator Lg,397
40841,223704625,purchase,2013-10-24,Best Buy,,Retail,Base Station,47
15276,223705131,purchase,2013-11-25,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
15301,223705131,purchase,2014-01-21,DSG,,Retail,Base Station,47
38307,223705637,purchase,2014-01-07,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
40650,223706143,purchase,2014-01-24,online,,Dist Partners,Base Station,47
39472,223706143,purchase,2014-02-05,online,,Dist Partners,Status Indicator Sm,203
30821,223706649,purchase,2013-09-24,Distrib B,,Dist Partners,Base Station,47
29121,223706649,purchase,2014-01-13,Distrib B,,Dist Partners,Status Indicator Lg,397
40523,223707155,purchase,2013-11-04,DSG,,Retail,Base Station,47
38880,223707155,purchase,2013-11-12,DSG,,Retail,Status Indicator Lg,397
15216,223707661,purchase,2014-02-05,Distrib A,,Dist Partners,Status Indicator Sm,203
37101,223708167,purchase,2013-10-23,Best Buy,,Retail,Base Station,47
36609,223708167,purchase,2014-01-21,Best Buy,,Retail,Status Indicator Md,295
34929,223708167,purchase,2014-01-22,Cambridge,,Retail,Dashboard + Monitor,502
25755,223708673,purchase,2013-12-12,Amazon.com,,Retail,Base Station,47
28974,223708673,purchase,2013-12-18,Amazon.com,,Retail,Status Indicator Lg,397
43365,223709179,purchase,2014-01-28,other,,Dist Partners,Status Indicator Md,295
41032,223709179,purchase,2014-02-07,other,,Dist Partners,Base Station,47
40842,223709685,purchase,2013-11-22,Best Buy,,Retail,Base Station,47
38740,223709685,purchase,2014-01-09,Distrib C,,Retail,Dashboard,344
42221,223709685,purchase,2014-10-23,Target,,Retail,Status Indicator Lg,397
36464,223710697,purchase,2013-11-04,DSG,,Retail,Status Indicator Sm,203
39528,223710697,purchase,2014-02-05,Distrib A,,Dist Partners,Status Indicator Sm,203
32418,223711709,purchase,2014-01-13,Electronic Exp,,Dist Partners,Status Indicator Lg,397
34005,223711709,purchase,2014-01-24,Electronic Exp,,Dist Partners,Base Station,47
32878,223711709,purchase,2014-02-03,Electronic Exp,,Dist Partners,Status Indicator Sm,203
43555,223712215,purchase,2013-12-04,other,,Dist Partners,Base Station,47
33478,223712215,purchase,2014-01-13,other,,Dist Partners,Status Indicator Md,295
43184,223712215,purchase,2014-01-13,other,,Dist Partners,Status Indicator Md,295
29843,223712215,purchase,2014-10-22,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33901,223712721,purchase,2013-11-04,DSG,,Retail,Base Station,47
31436,223712721,purchase,2013-12-18,DSG,,Retail,Launch Button,699
32754,223712721,purchase,2014-01-16,Southern,,Retail,Status Indicator Sm,203
32755,223712721,purchase,2014-01-16,Southern,,Retail,Status Indicator Sm,203
36527,223712721,purchase,2014-08-29,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34679,223713227,purchase,2013-11-20,Cambridge,,Retail,Launch Button,699
37073,223713227,purchase,2013-12-11,Best Buy,,Retail,Base Station,47
42839,223713227,purchase,2014-05-02,Target,,Retail,Status Indicator Sm,203
42840,223713227,purchase,2014-10-29,other,,Dist Partners,Status Indicator Sm,203
30032,223713733,purchase,2013-07-01,online,,Online,Status Indicator Md,295
30490,223713733,purchase,2013-07-01,online,,Online,Base Station,47
41352,223714239,purchase,2014-01-08,Amazon.com,,Retail,Launch Button,699
40908,223714239,purchase,2014-01-14,Amazon.com,,Retail,Base Station,47
42578,223714239,purchase,2014-03-25,Amazon.com,,Retail,Status Indicator Sm,203
29171,223714239,purchase,2014-05-13,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
40261,223714745,purchase,2013-02-18,Target,,Retail,Status Indicator Md,295
33627,223714745,purchase,2013-08-26,other,,Other,Status Indicator Md,295
40881,223714745,purchase,2014-01-21,other,,Dist Partners,Base Station,47
38125,223714745,purchase,2014-01-29,other,,Dist Partners,Launch Button,699
24028,223715251,purchase,2013-12-19,Cambridge,,Retail,Launch Button,699
24345,223715251,purchase,2014-03-18,Cambridge,,Retail,Alarm,699
39599,223715251,purchase,2014-04-25,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39598,223715251,purchase,2014-05-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
38663,223716263,purchase,2014-01-14,other,,Dist Partners,Dashboard,344
29226,223716769,purchase,2013-12-04,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
30750,223716769,purchase,2013-12-04,other,,Dist Partners,Base Station,47
31616,223716769,purchase,2014-01-29,Flagship Stores,,Holographic Commerce,Launch Button,699
32383,223717275,purchase,2013-10-01,other,,Other,Status Indicator Lg,397
43556,223717275,purchase,2013-10-01,other,,Other,Base Station,47
45508,223717781,purchase,2014-05-26,Distrib A,,Dist Partners,Alarm,699
25746,223718793,purchase,2014-01-24,Southern,,Retail,Base Station,47
29235,223718793,purchase,2014-01-31,Southern,,Retail,Status Indicator Sm,203
40909,223719299,purchase,2014-01-21,DSG,,Retail,Base Station,47
42579,223719299,purchase,2014-01-30,DSG,,Retail,Status Indicator Sm,203
28244,223720311,purchase,2013-11-27,other,,Retail,Launch Button,699
28611,223720311,purchase,2013-12-09,other,,Retail,Spy Camera,699
30969,223720311,purchase,2013-12-23,other,,Retail,Base Station,47
29721,223720311,purchase,2014-02-28,other,,Retail,Status Indicator Sm,203
40640,223720817,purchase,2013-10-30,Best Buy,,Retail,Base Station,47
38926,223720817,purchase,2013-11-08,Best Buy,,Retail,Status Indicator Lg,397
40109,223721323,purchase,2013-02-19,other,,Retail,Status Indicator Md,295
40619,223721323,purchase,2013-02-26,other,,Retail,Base Station,47
33971,223721829,purchase,2013-11-04,Best Buy,,Retail,Base Station,47
32408,223721829,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Lg,397
40048,223721829,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
39336,223721829,purchase,2014-05-08,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
45553,223721829,purchase,2014-11-13,Distrib C,,Retail,Alarm,699
40045,223722335,purchase,2013-11-12,DSG,,Retail,Status Indicator Md,295
33966,223722335,purchase,2014-01-21,DSG,,Retail,Base Station,47
28319,223722335,purchase,2014-10-07,Flagship Stores,,Holographic Commerce,Launch Button,699
24662,223722841,purchase,2013-12-17,online,,Dist Partners,Status Indicator Lg,397
25973,223722841,purchase,2014-02-03,online,,Dist Partners,Base Station,47
38834,223723347,purchase,2014-01-09,Southern,,Retail,Status Indicator Lg,397
37048,223723347,purchase,2014-01-24,Southern,,Retail,Base Station,47
26215,223724865,purchase,2013-12-10,Flagship Stores,,Holographic Commerce,Base Station,47
25168,223724865,purchase,2014-01-24,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
15193,223725371,purchase,2013-09-03,online,,Dist Partners,Dashboard,344
26128,223725371,purchase,2013-12-02,online,,Dist Partners,Base Station,47
38065,223725877,purchase,2013-12-19,Southern,,Retail,Launch Button,699
40713,223725877,purchase,2014-01-31,Southern,,Retail,Base Station,47
35233,223725877,purchase,2014-02-13,Southern,,Retail,Alarm,699
36174,223726383,purchase,2014-01-31,other,,Dist Partners,Status Indicator Sm,203
39449,223726383,purchase,2014-01-31,other,,Dist Partners,Status Indicator Sm,203
40620,223726383,purchase,2014-02-04,other,,Dist Partners,Base Station,47
40621,223726383,purchase,2014-02-04,other,,Dist Partners,Base Station,47
34077,223726889,purchase,2014-02-04,other,,Dist Partners,Base Station,47
25362,223726889,purchase,2014-09-15,other,,Retail,Status Indicator Sm,203
40524,223727395,purchase,2013-12-04,Distrib A,,Dist Partners,Base Station,47
43412,223727395,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Md,295
37092,223728407,purchase,2014-01-03,Southern,,Retail,Base Station,47
32347,223728407,purchase,2014-01-24,Southern,,Retail,Status Indicator Lg,397
25747,223728913,purchase,2013-12-05,Target,,Retail,Base Station,47
30008,223728913,purchase,2014-01-07,Target,,Retail,Status Indicator Md,295
41632,223729419,purchase,2013-11-13,other,,Dist Partners,Spy Camera,699
40985,223729419,purchase,2013-12-02,other,,Dist Partners,Base Station,47
38154,223729419,purchase,2014-02-06,other,,Dist Partners,Launch Button,699
33636,223729925,purchase,2013-07-11,other,,Dist Partners,Status Indicator Md,295
43303,223729925,purchase,2013-10-09,other,,Dist Partners,Status Indicator Md,295
41839,223729925,purchase,2013-11-06,other,,Dist Partners,Dashboard,344
43790,223729925,purchase,2013-11-06,other,,Dist Partners,Base Station,47
43304,223729925,purchase,2013-12-17,other,,Dist Partners,Status Indicator Md,295
43649,223731443,purchase,2013-05-06,online,,Dist Partners,Base Station,47
40100,223731443,purchase,2013-05-27,online,,Dist Partners,Status Indicator Md,295
37703,223731443,purchase,2014-04-02,online,,Dist Partners,Base Station,47
42446,223731443,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
30680,223731949,purchase,2014-01-23,Distrib A,,Dist Partners,Base Station,47
29475,223731949,purchase,2014-02-05,Distrib A,,Dist Partners,Status Indicator Sm,203
32786,223732961,purchase,2013-10-31,Target,,Retail,Status Indicator Sm,203
33914,223732961,purchase,2013-11-19,Target,,Retail,Base Station,47
35941,223733467,purchase,2013-12-18,online,,Online,Status Indicator Sm,203
29001,223733973,purchase,2013-11-12,DSG,,Retail,Status Indicator Lg,397
30491,223733973,purchase,2014-01-06,DSG,,Retail,Base Station,47
42717,223734479,purchase,2013-09-13,Target,,Retail,Status Indicator Sm,203
40308,223734479,purchase,2013-11-01,Best Buy,,Retail,Status Indicator Md,295
42101,223734479,purchase,2013-11-07,Best Buy,,Retail,Status Indicator Lg,397
39084,223734479,purchase,2013-11-27,Best Buy,,Retail,Status Indicator Lg,397
42614,223734479,purchase,2014-01-16,Best Buy,,Retail,Status Indicator Sm,203
42615,223734479,purchase,2014-01-16,Best Buy,,Retail,Status Indicator Sm,203
40968,223734479,purchase,2014-01-23,Best Buy,,Retail,Base Station,47
30332,223734479,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
29910,223734479,purchase,2014-04-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
25150,223735491,purchase,2013-11-12,Target,,Retail,Status Indicator Sm,203
26196,223735491,purchase,2013-12-06,other,,Retail,Base Station,47
40704,223735997,purchase,2013-11-13,Best Buy,,Retail,Base Station,47
39519,223735997,purchase,2014-01-29,Best Buy,,Retail,Status Indicator Sm,203
39520,223735997,purchase,2014-02-19,Best Buy,,Retail,Status Indicator Sm,203
32976,223735997,purchase,2014-08-22,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39715,223737009,purchase,2014-10-24,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43854,223739539,purchase,2013-10-11,other,,Dist Partners,Base Station,47
41634,223739539,purchase,2013-12-13,other,,Dist Partners,Spy Camera,699
38158,223739539,purchase,2013-12-16,other,,Dist Partners,Launch Button,699
43298,223740045,purchase,2013-10-08,other,,Dist Partners,Status Indicator Md,295
42563,223740045,purchase,2013-11-28,other,,Dist Partners,Status Indicator Sm,203
43785,223740045,purchase,2013-11-28,other,,Dist Partners,Base Station,47
36898,223740045,purchase,2013-12-09,other,,Dist Partners,Status Indicator Md,295
42564,223740045,purchase,2014-02-06,other,,Dist Partners,Status Indicator Sm,203
33125,223740045,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33126,223740045,purchase,2014-04-09,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
50749,223740045,purchase,2014-10-09,other,,Dist Partners,Status Indicator Sm,203
24728,223740551,purchase,2013-09-09,Distrib C,,Retail,Status Indicator Lg,397
30921,223740551,purchase,2013-12-13,Distrib C,,Retail,Base Station,47
37430,223741057,purchase,2013-12-30,other,,Dist Partners,Base Station,47
38063,223741057,purchase,2014-01-13,other,,Dist Partners,Launch Button,699
38448,223741057,purchase,2014-01-16,other,,Dist Partners,Spy Camera,699
43650,223741563,purchase,2014-01-07,Target,,Retail,Base Station,47
39430,223741563,purchase,2014-01-10,Amazon.com,,Retail,Status Indicator Sm,203
43191,223742575,purchase,2013-12-17,online,,Dist Partners,Status Indicator Md,295
24655,223743081,purchase,2014-01-21,other,,Retail,Status Indicator Lg,397
29060,223743081,purchase,2014-01-21,other,,Retail,Status Indicator Lg,397
25964,223743081,purchase,2014-01-23,other,,Retail,Base Station,47
28796,223743081,purchase,2014-02-19,other,,Retail,Dashboard,344
24121,223744093,purchase,2013-03-06,other,,Dist Partners,Dashboard + Monitor,502
25830,223744093,purchase,2013-12-17,other,,Dist Partners,Base Station,47
24394,223744093,purchase,2014-01-21,other,,Dist Partners,Dashboard,344
24395,223744093,purchase,2014-01-21,other,,Dist Partners,Dashboard,344
25829,223744093,purchase,2014-01-21,other,,Dist Partners,Base Station,47
40957,223744599,purchase,2013-11-19,Apley,,Retail,Base Station,47
42603,223744599,purchase,2014-01-24,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42604,223744599,purchase,2014-02-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42606,223744599,purchase,2014-02-07,Apley,,Retail,Status Indicator Sm,203
42607,223744599,purchase,2014-02-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42608,223744599,purchase,2014-02-07,Apley,,Retail,Status Indicator Sm,203
42605,223744599,purchase,2014-02-21,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42652,223744599,purchase,2014-03-17,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42653,223744599,purchase,2014-03-24,Computer Discounter,,Dist Partners,Status Indicator Sm,203
33321,223744599,purchase,2014-10-30,Computer Discounter,,Dist Partners,Status Indicator Sm,203
50216,223744599,purchase,2014-12-03,Computer Discounter,,Dist Partners,Launch Button,699
29161,223745611,purchase,2013-10-31,Target,,Retail,Status Indicator Lg,397
29160,223745611,purchase,2013-11-26,Target,,Retail,Status Indicator Lg,397
34206,223745611,purchase,2013-12-05,Target,,Retail,Base Station,47
50411,223745611,purchase,2014-12-22,other,,Dist Partners,Dashboard,344
40641,223746117,purchase,2013-12-26,Amazon.com,,Retail,Base Station,47
39465,223746117,purchase,2014-01-22,Amazon.com,,Retail,Status Indicator Sm,203
46000,223746117,purchase,2014-10-20,Amazon.com,,Retail,Status Indicator Sm,203
33489,223747129,purchase,2014-01-13,Electronic Exp,,Dist Partners,Status Indicator Md,295
31972,223747129,purchase,2014-01-31,Electronic Exp,,Dist Partners,Alarm,699
28181,223747129,purchase,2014-02-12,Electronic Exp,,Dist Partners,Launch Button,699
29542,223747129,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
32852,223747129,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
32853,223747129,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
42388,223747129,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
41999,223747635,purchase,2013-01-03,online,,Dist Partners,Status Indicator Lg,397
43585,223747635,purchase,2013-12-10,Computer Discounter,,Dist Partners,Base Station,47
41998,223747635,purchase,2013-12-16,Computer Discounter,,Dist Partners,Status Indicator Lg,397
41790,223747635,purchase,2014-01-16,Southern,,Retail,Dashboard,344
38878,223747635,purchase,2014-02-21,Southern,,Retail,Status Indicator Lg,397
45956,223747635,purchase,2014-12-25,other,,Online,Status Indicator Lg,397
43797,223749659,purchase,2013-09-19,Distrib B,,Dist Partners,Base Station,47
39060,223749659,purchase,2013-09-24,Distrib B,,Dist Partners,Status Indicator Lg,397
41841,223749659,purchase,2014-02-05,Distrib B,,Dist Partners,Dashboard,344
